Postcode,Council,Official_Council_Name,Council_Website,Bin_Collection_URL,Region,Nation,Bin_Type,Bin_Color,Bin_Description,Bin_Contents,Collection_Frequency,Collection_Day,Next_2_Months_Dates,Next_Collection_Date,Generated_Date
LS4 4BY,Huntingdonshire,Huntingdonshire District Council,https://huntingdonshire.gov.uk,https://huntingdonshire.gov.uk/bins-waste/when-is-my-bin-collected/,East of England,England,Paper Recycling,White,Paper and cardboard,"Newspapers, magazines, cardboard boxes, office paper",fortnightly,Friday,2025-07-04; 2025-07-18; 2025-08-01; 2025-08-15; 2025-08-29,04/07/2025,03/07/2025 00:58
LS4 4BY,Huntingdonshire,Huntingdonshire District Council,https://huntingdonshire.gov.uk,https://huntingdonshire.gov.uk/bins-waste/when-is-my-bin-collected/,East of England,England,Small Electrical,Red,Small electrical items,"Phones, cables, small appliances, batteries",monthly,Friday,2025-07-04; 2025-08-01; 2025-08-29,04/07/2025,03/07/2025 00:58
LS4 4BY,Huntingdonshire,Huntingdonshire District Council,https://huntingdonshire.gov.uk,https://huntingdonshire.gov.uk/bins-waste/when-is-my-bin-collected/,East of England,England,Textile Recycling,Orange,Clothing and textiles,"Clothes, shoes, bags, curtains, bedding",monthly,Wednesday,2025-07-09; 2025-08-06,09/07/2025,03/07/2025 00:58
NE3 9WF,Huntingdonshire,Huntingdonshire District Council,https://huntingdonshire.gov.uk,https://huntingdonshire.gov.uk/bins-waste/when-is-my-bin-collected/,East of England,England,Food Waste,Brown,Food and kitchen waste,"Food scraps, peelings, leftovers, tea bags",weekly,Thursday,2025-07-10; 2025-07-17; 2025-07-24; 2025-07-31; 2025-08-07; 2025-08-14; 2025-08-21; 2025-08-28,10/07/2025,03/07/2025 00:58
NE3 9WF,Huntingdonshire,Huntingdonshire District Council,https://huntingdonshire.gov.uk,https://huntingdonshire.gov.uk/bins-waste/when-is-my-bin-collected/,East of England,England,Garden Waste,Green,Garden and organic waste,"Grass cuttings, leaves, branches, plant trimmings",fortnightly,Friday,2025-07-04; 2025-07-18; 2025-08-01; 2025-08-15; 2025-08-29,04/07/2025,03/07/2025 00:58
NE3 9WF,Huntingdonshire,Huntingdonshire District Council,https://huntingdonshire.gov.uk,https://huntingdonshire.gov.uk/bins-waste/when-is-my-bin-collected/,East of England,England,Mixed Recycling,Blue,Mixed recyclable materials,"Plastic bottles, cans, tins, cardboard, paper",fortnightly,Wednesday,2025-07-09; 2025-07-23; 2025-08-06; 2025-08-20,09/07/2025,03/07/2025 00:58
NE3 9WF,Huntingdonshire,Huntingdonshire District Council,https://huntingdonshire.gov.uk,https://huntingdonshire.gov.uk/bins-waste/when-is-my-bin-collected/,East of England,England,Paper Recycling,White,Paper and cardboard,"Newspapers, magazines, cardboard boxes, office paper",fortnightly,Monday,2025-07-07; 2025-07-21; 2025-08-04; 2025-08-18; 2025-09-01,07/07/2025,03/07/2025 00:58
NE3 9WF,Huntingdonshire,Huntingdonshire District Council,https://huntingdonshire.gov.uk,https://huntingdonshire.gov.uk/bins-waste/when-is-my-bin-collected/,East of England,England,Small Electrical,Red,Small electrical items,"Phones, cables, small appliances, batteries",monthly,Monday,2025-07-07; 2025-08-04; 2025-09-01,07/07/2025,03/07/2025 00:58
OX4 8KJ,Huntingdonshire,Huntingdonshire District Council,https://huntingdonshire.gov.uk,https://huntingdonshire.gov.uk/bins-waste/when-is-my-bin-collected/,East of England,England,Garden Waste,Green,Garden and organic waste,"Grass cuttings, leaves, branches, plant trimmings",fortnightly,Wednesday,2025-07-09; 2025-07-23; 2025-08-06; 2025-08-20,09/07/2025,03/07/2025 00:58
OX4 8KJ,Huntingdonshire,Huntingdonshire District Council,https://huntingdonshire.gov.uk,https://huntingdonshire.gov.uk/bins-waste/when-is-my-bin-collected/,East of England,England,Glass Recycling,Purple,Glass bottles and jars,"Glass bottles, jars, containers (clear and colored)",monthly,Tuesday,2025-07-08; 2025-08-05,08/07/2025,03/07/2025 00:58
OX4 8KJ,Huntingdonshire,Huntingdonshire District Council,https://huntingdonshire.gov.uk,https://huntingdonshire.gov.uk/bins-waste/when-is-my-bin-collected/,East of England,England,Mixed Recycling,Blue,Mixed recyclable materials,"Plastic bottles, cans, tins, cardboard, paper",fortnightly,Friday,2025-07-04; 2025-07-18; 2025-08-01; 2025-08-15; 2025-08-29,04/07/2025,03/07/2025 00:58
OX4 8KJ,Huntingdonshire,Huntingdonshire District Council,https://huntingdonshire.gov.uk,https://huntingdonshire.gov.uk/bins-waste/when-is-my-bin-collected/,East of England,England,Paper Recycling,White,Paper and cardboard,"Newspapers, magazines, cardboard boxes, office paper",fortnightly,Wednesday,2025-07-09; 2025-07-23; 2025-08-06; 2025-08-20,09/07/2025,03/07/2025 00:58
OX4 8KJ,Huntingdonshire,Huntingdonshire District Council,https://huntingdonshire.gov.uk,https://huntingdonshire.gov.uk/bins-waste/when-is-my-bin-collected/,East of England,England,Small Electrical,Red,Small electrical items,"Phones, cables, small appliances, batteries",monthly,Thursday,2025-07-10; 2025-08-07,10/07/2025,03/07/2025 00:58
OX4 8KJ,Huntingdonshire,Huntingdonshire District Council,https://huntingdonshire.gov.uk,https://huntingdonshire.gov.uk/bins-waste/when-is-my-bin-collected/,East of England,England,Textile Recycling,Orange,Clothing and textiles,"Clothes, shoes, bags, curtains, bedding",monthly,Monday,2025-07-07; 2025-08-04; 2025-09-01,07/07/2025,03/07/2025 00:58
OX9 7IG,Huntingdonshire,Huntingdonshire District Council,https://huntingdonshire.gov.uk,https://huntingdonshire.gov.uk/bins-waste/when-is-my-bin-collected/,East of England,England,Food Waste,Brown,Food and kitchen waste,"Food scraps, peelings, leftovers, tea bags",weekly,Wednesday,2025-07-09; 2025-07-16; 2025-07-23; 2025-07-30; 2025-08-06; 2025-08-13; 2025-08-20; 2025-08-27,09/07/2025,03/07/2025 00:58
OX9 7IG,Huntingdonshire,Huntingdonshire District Council,https://huntingdonshire.gov.uk,https://huntingdonshire.gov.uk/bins-waste/when-is-my-bin-collected/,East of England,England,Garden Waste,Green,Garden and organic waste,"Grass cuttings, leaves, branches, plant trimmings",fortnightly,Monday,2025-07-07; 2025-07-21; 2025-08-04; 2025-08-18; 2025-09-01,07/07/2025,03/07/2025 00:58
OX9 7IG,Huntingdonshire,Huntingdonshire District Council,https://huntingdonshire.gov.uk,https://huntingdonshire.gov.uk/bins-waste/when-is-my-bin-collected/,East of England,England,General Waste,Black,General household waste (non-recyclable),"Food waste, nappies, pet waste, non-recyclable packaging",weekly,Monday,2025-07-07; 2025-07-14; 2025-07-21; 2025-07-28; 2025-08-04; 2025-08-11; 2025-08-18; 2025-08-25,07/07/2025,03/07/2025 00:58
OX9 7IG,Huntingdonshire,Huntingdonshire District Council,https://huntingdonshire.gov.uk,https://huntingdonshire.gov.uk/bins-waste/when-is-my-bin-collected/,East of England,England,Glass Recycling,Purple,Glass bottles and jars,"Glass bottles, jars, containers (clear and colored)",monthly,Monday,2025-07-07; 2025-08-04; 2025-09-01,07/07/2025,03/07/2025 00:58
OX9 7IG,Huntingdonshire,Huntingdonshire District Council,https://huntingdonshire.gov.uk,https://huntingdonshire.gov.uk/bins-waste/when-is-my-bin-collected/,East of England,England,Mixed Recycling,Blue,Mixed recyclable materials,"Plastic bottles, cans, tins, cardboard, paper",fortnightly,Friday,2025-07-04; 2025-07-18; 2025-08-01; 2025-08-15; 2025-08-29,04/07/2025,03/07/2025 00:58
OX9 7IG,Huntingdonshire,Huntingdonshire District Council,https://huntingdonshire.gov.uk,https://huntingdonshire.gov.uk/bins-waste/when-is-my-bin-collected/,East of England,England,Small Electrical,Red,Small electrical items,"Phones, cables, small appliances, batteries",monthly,Tuesday,2025-07-08; 2025-08-05,08/07/2025,03/07/2025 00:58
PL1 4PC,Huntingdonshire,Huntingdonshire District Council,https://huntingdonshire.gov.uk,https://huntingdonshire.gov.uk/bins-waste/when-is-my-bin-collected/,East of England,England,Food Waste,Brown,Food and kitchen waste,"Food scraps, peelings, leftovers, tea bags",weekly,Thursday,2025-07-10; 2025-07-17; 2025-07-24; 2025-07-31; 2025-08-07; 2025-08-14; 2025-08-21; 2025-08-28,10/07/2025,03/07/2025 00:58
PL1 4PC,Huntingdonshire,Huntingdonshire District Council,https://huntingdonshire.gov.uk,https://huntingdonshire.gov.uk/bins-waste/when-is-my-bin-collected/,East of England,England,Garden Waste,Green,Garden and organic waste,"Grass cuttings, leaves, branches, plant trimmings",fortnightly,Tuesday,2025-07-08; 2025-07-22; 2025-08-05; 2025-08-19,08/07/2025,03/07/2025 00:58
PL1 4PC,Huntingdonshire,Huntingdonshire District Council,https://huntingdonshire.gov.uk,https://huntingdonshire.gov.uk/bins-waste/when-is-my-bin-collected/,East of England,England,General Waste,Black,General household waste (non-recyclable),"Food waste, nappies, pet waste, non-recyclable packaging",weekly,Thursday,2025-07-10; 2025-07-17; 2025-07-24; 2025-07-31; 2025-08-07; 2025-08-14; 2025-08-21; 2025-08-28,10/07/2025,03/07/2025 00:58
PL1 4PC,Huntingdonshire,Huntingdonshire District Council,https://huntingdonshire.gov.uk,https://huntingdonshire.gov.uk/bins-waste/when-is-my-bin-collected/,East of England,England,Glass Recycling,Purple,Glass bottles and jars,"Glass bottles, jars, containers (clear and colored)",monthly,Tuesday,2025-07-08; 2025-08-05,08/07/2025,03/07/2025 00:58
PL1 4PC,Huntingdonshire,Huntingdonshire District Council,https://huntingdonshire.gov.uk,https://huntingdonshire.gov.uk/bins-waste/when-is-my-bin-collected/,East of England,England,Mixed Recycling,Blue,Mixed recyclable materials,"Plastic bottles, cans, tins, cardboard, paper",fortnightly,Tuesday,2025-07-08; 2025-07-22; 2025-08-05; 2025-08-19,08/07/2025,03/07/2025 00:58
PL1 4PC,Huntingdonshire,Huntingdonshire District Council,https://huntingdonshire.gov.uk,https://huntingdonshire.gov.uk/bins-waste/when-is-my-bin-collected/,East of England,England,Small Electrical,Red,Small electrical items,"Phones, cables, small appliances, batteries",monthly,Monday,2025-07-07; 2025-08-04; 2025-09-01,07/07/2025,03/07/2025 00:58
PL1 4PC,Huntingdonshire,Huntingdonshire District Council,https://huntingdonshire.gov.uk,https://huntingdonshire.gov.uk/bins-waste/when-is-my-bin-collected/,East of England,England,Textile Recycling,Orange,Clothing and textiles,"Clothes, shoes, bags, curtains, bedding",monthly,Monday,2025-07-07; 2025-08-04; 2025-09-01,07/07/2025,03/07/2025 00:58
S2 3CS,Huntingdonshire,Huntingdonshire District Council,https://huntingdonshire.gov.uk,https://huntingdonshire.gov.uk/bins-waste/when-is-my-bin-collected/,East of England,England,Food Waste,Brown,Food and kitchen waste,"Food scraps, peelings, leftovers, tea bags",weekly,Tuesday,2025-07-08; 2025-07-15; 2025-07-22; 2025-07-29; 2025-08-05; 2025-08-12; 2025-08-19; 2025-08-26,08/07/2025,03/07/2025 00:58
S2 3CS,Huntingdonshire,Huntingdonshire District Council,https://huntingdonshire.gov.uk,https://huntingdonshire.gov.uk/bins-waste/when-is-my-bin-collected/,East of England,England,Garden Waste,Green,Garden and organic waste,"Grass cuttings, leaves, branches, plant trimmings",fortnightly,Thursday,2025-07-10; 2025-07-24; 2025-08-07; 2025-08-21,10/07/2025,03/07/2025 00:58
S2 3CS,Huntingdonshire,Huntingdonshire District Council,https://huntingdonshire.gov.uk,https://huntingdonshire.gov.uk/bins-waste/when-is-my-bin-collected/,East of England,England,General Waste,Black,General household waste (non-recyclable),"Food waste, nappies, pet waste, non-recyclable packaging",weekly,Thursday,2025-07-10; 2025-07-17; 2025-07-24; 2025-07-31; 2025-08-07; 2025-08-14; 2025-08-21; 2025-08-28,10/07/2025,03/07/2025 00:58
S2 3CS,Huntingdonshire,Huntingdonshire District Council,https://huntingdonshire.gov.uk,https://huntingdonshire.gov.uk/bins-waste/when-is-my-bin-collected/,East of England,England,Paper Recycling,White,Paper and cardboard,"Newspapers, magazines, cardboard boxes, office paper",fortnightly,Monday,2025-07-07; 2025-07-21; 2025-08-04; 2025-08-18; 2025-09-01,07/07/2025,03/07/2025 00:58
S2 3CS,Huntingdonshire,Huntingdonshire District Council,https://huntingdonshire.gov.uk,https://huntingdonshire.gov.uk/bins-waste/when-is-my-bin-collected/,East of England,England,Textile Recycling,Orange,Clothing and textiles,"Clothes, shoes, bags, curtains, bedding",monthly,Wednesday,2025-07-09; 2025-08-06,09/07/2025,03/07/2025 00:58
LE10 1ZQ,Leicester,Leicester City Council,https://leicester.gov.uk,https://leicester.gov.uk/bin-collection,East Midlands,England,Food Waste,Brown,Food and kitchen waste,"Food scraps, peelings, leftovers, tea bags",weekly,Tuesday,2025-07-08; 2025-07-15; 2025-07-22; 2025-07-29; 2025-08-05; 2025-08-12; 2025-08-19; 2025-08-26,08/07/2025,03/07/2025 00:58
LE10 1ZQ,Leicester,Leicester City Council,https://leicester.gov.uk,https://leicester.gov.uk/bin-collection,East Midlands,England,Garden Waste,Green,Garden and organic waste,"Grass cuttings, leaves, branches, plant trimmings",fortnightly,Friday,2025-07-04; 2025-07-18; 2025-08-01; 2025-08-15; 2025-08-29,04/07/2025,03/07/2025 00:58
LE10 1ZQ,Leicester,Leicester City Council,https://leicester.gov.uk,https://leicester.gov.uk/bin-collection,East Midlands,England,General Waste,Black,General household waste (non-recyclable),"Food waste, nappies, pet waste, non-recyclable packaging",weekly,Monday,2025-07-07; 2025-07-14; 2025-07-21; 2025-07-28; 2025-08-04; 2025-08-11; 2025-08-18; 2025-08-25,07/07/2025,03/07/2025 00:58
LE10 1ZQ,Leicester,Leicester City Council,https://leicester.gov.uk,https://leicester.gov.uk/bin-collection,East Midlands,England,Mixed Recycling,Blue,Mixed recyclable materials,"Plastic bottles, cans, tins, cardboard, paper",fortnightly,Thursday,2025-07-10; 2025-07-24; 2025-08-07; 2025-08-21,10/07/2025,03/07/2025 00:58
LE10 1ZQ,Leicester,Leicester City Council,https://leicester.gov.uk,https://leicester.gov.uk/bin-collection,East Midlands,England,Paper Recycling,White,Paper and cardboard,"Newspapers, magazines, cardboard boxes, office paper",fortnightly,Tuesday,2025-07-08; 2025-07-22; 2025-08-05; 2025-08-19,08/07/2025,03/07/2025 00:58
LE10 1ZQ,Leicester,Leicester City Council,https://leicester.gov.uk,https://leicester.gov.uk/bin-collection,East Midlands,England,Textile Recycling,Orange,Clothing and textiles,"Clothes, shoes, bags, curtains, bedding",monthly,Thursday,2025-07-10; 2025-08-07,10/07/2025,03/07/2025 00:58
LE10 3XV,Leicester,Leicester City Council,https://leicester.gov.uk,https://leicester.gov.uk/bin-collection,East Midlands,England,General Waste,Black,General household waste (non-recyclable),"Food waste, nappies, pet waste, non-recyclable packaging",weekly,Friday,2025-07-04; 2025-07-11; 2025-07-18; 2025-07-25; 2025-08-01; 2025-08-08; 2025-08-15; 2025-08-22,04/07/2025,03/07/2025 00:58
LE10 3XV,Leicester,Leicester City Council,https://leicester.gov.uk,https://leicester.gov.uk/bin-collection,East Midlands,England,Glass Recycling,Purple,Glass bottles and jars,"Glass bottles, jars, containers (clear and colored)",monthly,Thursday,2025-07-10; 2025-08-07,10/07/2025,03/07/2025 00:58
LE10 3XV,Leicester,Leicester City Council,https://leicester.gov.uk,https://leicester.gov.uk/bin-collection,East Midlands,England,Mixed Recycling,Blue,Mixed recyclable materials,"Plastic bottles, cans, tins, cardboard, paper",fortnightly,Tuesday,2025-07-08; 2025-07-22; 2025-08-05; 2025-08-19,08/07/2025,03/07/2025 00:58
LE10 3XV,Leicester,Leicester City Council,https://leicester.gov.uk,https://leicester.gov.uk/bin-collection,East Midlands,England,Textile Recycling,Orange,Clothing and textiles,"Clothes, shoes, bags, curtains, bedding",monthly,Wednesday,2025-07-09; 2025-08-06,09/07/2025,03/07/2025 00:58
LE10 7ZL,Leicester,Leicester City Council,https://leicester.gov.uk,https://leicester.gov.uk/bin-collection,East Midlands,England,Food Waste,Brown,Food and kitchen waste,"Food scraps, peelings, leftovers, tea bags",weekly,Tuesday,2025-07-08; 2025-07-15; 2025-07-22; 2025-07-29; 2025-08-05; 2025-08-12; 2025-08-19; 2025-08-26,08/07/2025,03/07/2025 00:58
LE10 7ZL,Leicester,Leicester City Council,https://leicester.gov.uk,https://leicester.gov.uk/bin-collection,East Midlands,England,Garden Waste,Green,Garden and organic waste,"Grass cuttings, leaves, branches, plant trimmings",fortnightly,Tuesday,2025-07-08; 2025-07-22; 2025-08-05; 2025-08-19,08/07/2025,03/07/2025 00:58
LE10 7ZL,Leicester,Leicester City Council,https://leicester.gov.uk,https://leicester.gov.uk/bin-collection,East Midlands,England,General Waste,Black,General household waste (non-recyclable),"Food waste, nappies, pet waste, non-recyclable packaging",weekly,Friday,2025-07-04; 2025-07-11; 2025-07-18; 2025-07-25; 2025-08-01; 2025-08-08; 2025-08-15; 2025-08-22,04/07/2025,03/07/2025 00:58
LE10 7ZL,Leicester,Leicester City Council,https://leicester.gov.uk,https://leicester.gov.uk/bin-collection,East Midlands,England,Glass Recycling,Purple,Glass bottles and jars,"Glass bottles, jars, containers (clear and colored)",monthly,Wednesday,2025-07-09; 2025-08-06,09/07/2025,03/07/2025 00:58
LE10 7ZL,Leicester,Leicester City Council,https://leicester.gov.uk,https://leicester.gov.uk/bin-collection,East Midlands,England,Mixed Recycling,Blue,Mixed recyclable materials,"Plastic bottles, cans, tins, cardboard, paper",fortnightly,Thursday,2025-07-10; 2025-07-24; 2025-08-07; 2025-08-21,10/07/2025,03/07/2025 00:58
LE10 7ZL,Leicester,Leicester City Council,https://leicester.gov.uk,https://leicester.gov.uk/bin-collection,East Midlands,England,Small Electrical,Red,Small electrical items,"Phones, cables, small appliances, batteries",monthly,Monday,2025-07-07; 2025-08-04; 2025-09-01,07/07/2025,03/07/2025 00:58
LE10 7ZL,Leicester,Leicester City Council,https://leicester.gov.uk,https://leicester.gov.uk/bin-collection,East Midlands,England,Textile Recycling,Orange,Clothing and textiles,"Clothes, shoes, bags, curtains, bedding",monthly,Wednesday,2025-07-09; 2025-08-06,09/07/2025,03/07/2025 00:58
LE3 4LS,Leicester,Leicester City Council,https://leicester.gov.uk,https://leicester.gov.uk/bin-collection,East Midlands,England,Garden Waste,Green,Garden and organic waste,"Grass cuttings, leaves, branches, plant trimmings",fortnightly,Monday,2025-07-07; 2025-07-21; 2025-08-04; 2025-08-18; 2025-09-01,07/07/2025,03/07/2025 00:58
LE3 4LS,Leicester,Leicester City Council,https://leicester.gov.uk,https://leicester.gov.uk/bin-collection,East Midlands,England,General Waste,Black,General household waste (non-recyclable),"Food waste, nappies, pet waste, non-recyclable packaging",weekly,Thursday,2025-07-10; 2025-07-17; 2025-07-24; 2025-07-31; 2025-08-07; 2025-08-14; 2025-08-21; 2025-08-28,10/07/2025,03/07/2025 00:58
LE3 4LS,Leicester,Leicester City Council,https://leicester.gov.uk,https://leicester.gov.uk/bin-collection,East Midlands,England,Glass Recycling,Purple,Glass bottles and jars,"Glass bottles, jars, containers (clear and colored)",monthly,Monday,2025-07-07; 2025-08-04; 2025-09-01,07/07/2025,03/07/2025 00:58
LE3 4LS,Leicester,Leicester City Council,https://leicester.gov.uk,https://leicester.gov.uk/bin-collection,East Midlands,England,Mixed Recycling,Blue,Mixed recyclable materials,"Plastic bottles, cans, tins, cardboard, paper",fortnightly,Wednesday,2025-07-09; 2025-07-23; 2025-08-06; 2025-08-20,09/07/2025,03/07/2025 00:58
LE3 4LS,Leicester,Leicester City Council,https://leicester.gov.uk,https://leicester.gov.uk/bin-collection,East Midlands,England,Textile Recycling,Orange,Clothing and textiles,"Clothes, shoes, bags, curtains, bedding",monthly,Wednesday,2025-07-09; 2025-08-06,09/07/2025,03/07/2025 00:58
LE5 1NE,Leicester,Leicester City Council,https://leicester.gov.uk,https://leicester.gov.uk/bin-collection,East Midlands,England,Garden Waste,Green,Garden and organic waste,"Grass cuttings, leaves, branches, plant trimmings",fortnightly,Monday,2025-07-07; 2025-07-21; 2025-08-04; 2025-08-18; 2025-09-01,07/07/2025,03/07/2025 00:58
LE5 1NE,Leicester,Leicester City Council,https://leicester.gov.uk,https://leicester.gov.uk/bin-collection,East Midlands,England,Glass Recycling,Purple,Glass bottles and jars,"Glass bottles, jars, containers (clear and colored)",monthly,Thursday,2025-07-10; 2025-08-07,10/07/2025,03/07/2025 00:58
LE5 1NE,Leicester,Leicester City Council,https://leicester.gov.uk,https://leicester.gov.uk/bin-collection,East Midlands,England,Mixed Recycling,Blue,Mixed recyclable materials,"Plastic bottles, cans, tins, cardboard, paper",fortnightly,Tuesday,2025-07-08; 2025-07-22; 2025-08-05; 2025-08-19,08/07/2025,03/07/2025 00:58
LE5 1NE,Leicester,Leicester City Council,https://leicester.gov.uk,https://leicester.gov.uk/bin-collection,East Midlands,England,Small Electrical,Red,Small electrical items,"Phones, cables, small appliances, batteries",monthly,Wednesday,2025-07-09; 2025-08-06,09/07/2025,03/07/2025 00:58
LE5 1NE,Leicester,Leicester City Council,https://leicester.gov.uk,https://leicester.gov.uk/bin-collection,East Midlands,England,Textile Recycling,Orange,Clothing and textiles,"Clothes, shoes, bags, curtains, bedding",monthly,Tuesday,2025-07-08; 2025-08-05,08/07/2025,03/07/2025 00:58
LE5 3UF,Leicester,Leicester City Council,https://leicester.gov.uk,https://leicester.gov.uk/bin-collection,East Midlands,England,Food Waste,Brown,Food and kitchen waste,"Food scraps, peelings, leftovers, tea bags",weekly,Monday,2025-07-07; 2025-07-14; 2025-07-21; 2025-07-28; 2025-08-04; 2025-08-11; 2025-08-18; 2025-08-25,07/07/2025,03/07/2025 00:58
LE5 3UF,Leicester,Leicester City Council,https://leicester.gov.uk,https://leicester.gov.uk/bin-collection,East Midlands,England,General Waste,Black,General household waste (non-recyclable),"Food waste, nappies, pet waste, non-recyclable packaging",weekly,Monday,2025-07-07; 2025-07-14; 2025-07-21; 2025-07-28; 2025-08-04; 2025-08-11; 2025-08-18; 2025-08-25,07/07/2025,03/07/2025 00:58
LE5 3UF,Leicester,Leicester City Council,https://leicester.gov.uk,https://leicester.gov.uk/bin-collection,East Midlands,England,Mixed Recycling,Blue,Mixed recyclable materials,"Plastic bottles, cans, tins, cardboard, paper",fortnightly,Tuesday,2025-07-08; 2025-07-22; 2025-08-05; 2025-08-19,08/07/2025,03/07/2025 00:58
LE5 3UF,Leicester,Leicester City Council,https://leicester.gov.uk,https://leicester.gov.uk/bin-collection,East Midlands,England,Textile Recycling,Orange,Clothing and textiles,"Clothes, shoes, bags, curtains, bedding",monthly,Friday,2025-07-04; 2025-08-01; 2025-08-29,04/07/2025,03/07/2025 00:58
LE5 9XG,Leicester,Leicester City Council,https://leicester.gov.uk,https://leicester.gov.uk/bin-collection,East Midlands,England,General Waste,Black,General household waste (non-recyclable),"Food waste, nappies, pet waste, non-recyclable packaging",weekly,Monday,2025-07-07; 2025-07-14; 2025-07-21; 2025-07-28; 2025-08-04; 2025-08-11; 2025-08-18; 2025-08-25,07/07/2025,03/07/2025 00:58
LE5 9XG,Leicester,Leicester City Council,https://leicester.gov.uk,https://leicester.gov.uk/bin-collection,East Midlands,England,Paper Recycling,White,Paper and cardboard,"Newspapers, magazines, cardboard boxes, office paper",fortnightly,Friday,2025-07-04; 2025-07-18; 2025-08-01; 2025-08-15; 2025-08-29,04/07/2025,03/07/2025 00:58
LE5 9XG,Leicester,Leicester City Council,https://leicester.gov.uk,https://leicester.gov.uk/bin-collection,East Midlands,England,Small Electrical,Red,Small electrical items,"Phones, cables, small appliances, batteries",monthly,Wednesday,2025-07-09; 2025-08-06,09/07/2025,03/07/2025 00:58
LE5 9XG,Leicester,Leicester City Council,https://leicester.gov.uk,https://leicester.gov.uk/bin-collection,East Midlands,England,Textile Recycling,Orange,Clothing and textiles,"Clothes, shoes, bags, curtains, bedding",monthly,Wednesday,2025-07-09; 2025-08-06,09/07/2025,03/07/2025 00:58
LE7 3FL,Leicester,Leicester City Council,https://leicester.gov.uk,https://leicester.gov.uk/bin-collection,East Midlands,England,General Waste,Black,General household waste (non-recyclable),"Food waste, nappies, pet waste, non-recyclable packaging",weekly,Friday,2025-07-04; 2025-07-11; 2025-07-18; 2025-07-25; 2025-08-01; 2025-08-08; 2025-08-15; 2025-08-22,04/07/2025,03/07/2025 00:58
LE7 3FL,Leicester,Leicester City Council,https://leicester.gov.uk,https://leicester.gov.uk/bin-collection,East Midlands,England,Mixed Recycling,Blue,Mixed recyclable materials,"Plastic bottles, cans, tins, cardboard, paper",fortnightly,Thursday,2025-07-10; 2025-07-24; 2025-08-07; 2025-08-21,10/07/2025,03/07/2025 00:58
LE7 3FL,Leicester,Leicester City Council,https://leicester.gov.uk,https://leicester.gov.uk/bin-collection,East Midlands,England,Paper Recycling,White,Paper and cardboard,"Newspapers, magazines, cardboard boxes, office paper",fortnightly,Friday,2025-07-04; 2025-07-18; 2025-08-01; 2025-08-15; 2025-08-29,04/07/2025,03/07/2025 00:58
LE7 3FL,Leicester,Leicester City Council,https://leicester.gov.uk,https://leicester.gov.uk/bin-collection,East Midlands,England,Small Electrical,Red,Small electrical items,"Phones, cables, small appliances, batteries",monthly,Monday,2025-07-07; 2025-08-04; 2025-09-01,07/07/2025,03/07/2025 00:58
LE7 3FL,Leicester,Leicester City Council,https://leicester.gov.uk,https://leicester.gov.uk/bin-collection,East Midlands,England,Textile Recycling,Orange,Clothing and textiles,"Clothes, shoes, bags, curtains, bedding",monthly,Tuesday,2025-07-08; 2025-08-05,08/07/2025,03/07/2025 00:58
LE8 1QJ,Leicester,Leicester City Council,https://leicester.gov.uk,https://leicester.gov.uk/bin-collection,East Midlands,England,Food Waste,Brown,Food and kitchen waste,"Food scraps, peelings, leftovers, tea bags",weekly,Wednesday,2025-07-09; 2025-07-16; 2025-07-23; 2025-07-30; 2025-08-06; 2025-08-13; 2025-08-20; 2025-08-27,09/07/2025,03/07/2025 00:58
LE8 1QJ,Leicester,Leicester City Council,https://leicester.gov.uk,https://leicester.gov.uk/bin-collection,East Midlands,England,Garden Waste,Green,Garden and organic waste,"Grass cuttings, leaves, branches, plant trimmings",fortnightly,Thursday,2025-07-10; 2025-07-24; 2025-08-07; 2025-08-21,10/07/2025,03/07/2025 00:58
LE8 1QJ,Leicester,Leicester City Council,https://leicester.gov.uk,https://leicester.gov.uk/bin-collection,East Midlands,England,Glass Recycling,Purple,Glass bottles and jars,"Glass bottles, jars, containers (clear and colored)",monthly,Thursday,2025-07-10; 2025-08-07,10/07/2025,03/07/2025 00:58
LE8 1QJ,Leicester,Leicester City Council,https://leicester.gov.uk,https://leicester.gov.uk/bin-collection,East Midlands,England,Paper Recycling,White,Paper and cardboard,"Newspapers, magazines, cardboard boxes, office paper",fortnightly,Thursday,2025-07-10; 2025-07-24; 2025-08-07; 2025-08-21,10/07/2025,03/07/2025 00:58
LE8 1QJ,Leicester,Leicester City Council,https://leicester.gov.uk,https://leicester.gov.uk/bin-collection,East Midlands,England,Small Electrical,Red,Small electrical items,"Phones, cables, small appliances, batteries",monthly,Friday,2025-07-04; 2025-08-01; 2025-08-29,04/07/2025,03/07/2025 00:58
LE8 1QJ,Leicester,Leicester City Council,https://leicester.gov.uk,https://leicester.gov.uk/bin-collection,East Midlands,England,Textile Recycling,Orange,Clothing and textiles,"Clothes, shoes, bags, curtains, bedding",monthly,Friday,2025-07-04; 2025-08-01; 2025-08-29,04/07/2025,03/07/2025 00:58
LE9 8IV,Leicester,Leicester City Council,https://leicester.gov.uk,https://leicester.gov.uk/bin-collection,East Midlands,England,Food Waste,Brown,Food and kitchen waste,"Food scraps, peelings, leftovers, tea bags",weekly,Tuesday,2025-07-08; 2025-07-15; 2025-07-22; 2025-07-29; 2025-08-05; 2025-08-12; 2025-08-19; 2025-08-26,08/07/2025,03/07/2025 00:58
